"_id","_ignored","_index","_score",hostname,"hostname.keyword","query_name","query_name.keyword","raw_data.address","raw_data.address.keyword","raw_data.cpu_seconds","raw_data.cpu_seconds.keyword","raw_data.hotfix_id","raw_data.hotfix_id.keyword","raw_data.installed_on","raw_data.installed_on.keyword","raw_data.memory_mb","raw_data.memory_mb.keyword","raw_data.name","raw_data.name.keyword","raw_data.path","raw_data.path.keyword","raw_data.pid","raw_data.pid.keyword","raw_data.port","raw_data.port.keyword","raw_data.protocol","raw_data.protocol.keyword","raw_data.publisher","raw_data.publisher.keyword","raw_data.version","raw_data.version.keyword","risk_score","summary_text","summary_text.keyword",timestamp
4ZqAwJoBgRINlVaoMTwR,"-","osquery-logs","-",MSI,MSI,"process_status","process_status","-","-",0,0,"-","-","-","-",25,25,"lsass.exe","lsass.exe","C:\Windows\System32\lsass.exe","C:\Windows\System32\lsass.exe",1356,1356,"-","-","-","-","-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
4pqAwJoBgRINlVaoMTwU,"-","osquery-logs","-",MSI,MSI,"process_status","process_status","-","-",0,0,"-","-","-","-",29,29,"svchost.exe","svchost.exe","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe",1496,1496,"-","-","-","-","-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
45qAwJoBgRINlVaoMTwW,"-","osquery-logs","-",MSI,MSI,"process_status","process_status","-","-",0,0,"-","-","-","-",1,1,"fontdrvhost.exe","fontdrvhost.exe","C:\Windows\System32\fontdrvhost.exe","C:\Windows\System32\fontdrvhost.exe",1528,1528,"-","-","-","-","-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
5JqAwJoBgRINlVaoMTwY,"-","osquery-logs","-",MSI,MSI,"process_status","process_status","-","-",0,0,"-","-","-","-",18,18,"svchost.exe","svchost.exe","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe",1620,1620,"-","-","-","-","-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
5ZqAwJoBgRINlVaoMTwa,"-","osquery-logs","-",MSI,MSI,"process_status","process_status","-","-",0,0,"-","-","-","-",8,8,"svchost.exe","svchost.exe","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe",1676,1676,"-","-","-","-","-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
5pqAwJoBgRINlVaoMTwc,"-","osquery-logs","-",MSI,MSI,"process_status","process_status","-","-",0,0,"-","-","-","-",10,10,"svchost.exe","svchost.exe","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe",1880,1880,"-","-","-","-","-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
55qAwJoBgRINlVaoMTwe,"-","osquery-logs","-",MSI,MSI,"process_status","process_status","-","-",0,0,"-","-","-","-",7,7,"svchost.exe","svchost.exe","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe",1896,1896,"-","-","-","-","-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
6JqAwJoBgRINlVaoMTwf,"-","osquery-logs","-",MSI,MSI,"process_status","process_status","-","-",0,0,"-","-","-","-",4,4,"svchost.exe","svchost.exe","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe",1904,1904,"-","-","-","-","-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
6ZqAwJoBgRINlVaoMTwh,"-","osquery-logs","-",MSI,MSI,"process_status","process_status","-","-",0,0,"-","-","-","-",8,8,"svchost.exe","svchost.exe","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe",936,936,"-","-","-","-","-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
6pqAwJoBgRINlVaoMTwj,"-","osquery-logs","-",MSI,MSI,"process_status","process_status","-","-",0,0,"-","-","-","-",6,6,"svchost.exe","svchost.exe","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe",1420,1420,"-","-","-","-","-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
65qAwJoBgRINlVaoMTwl,"-","osquery-logs","-",MSI,MSI,"process_status","process_status","-","-",0,0,"-","-","-","-",2,2,"IntelCpHDCPSvc.exe","IntelCpHDCPSvc.exe","C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_51f685305808e3a5\IntelCpHDCPSvc.exe","C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_51f685305808e3a5\IntelCpHDCPSvc.exe",1204,1204,"-","-","-","-","-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
7JqAwJoBgRINlVaoMTwm,"-","osquery-logs","-",MSI,MSI,"process_status","process_status","-","-",0,0,"-","-","-","-",12,12,"svchost.exe","svchost.exe","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe",2056,2056,"-","-","-","-","-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
7ZqAwJoBgRINlVaoMTwo,"-","osquery-logs","-",MSI,MSI,"process_status","process_status","-","-",0,0,"-","-","-","-",6,6,"svchost.exe","svchost.exe","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe",2064,2064,"-","-","-","-","-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
7pqAwJoBgRINlVaoMTwq,"-","osquery-logs","-",MSI,MSI,"process_status","process_status","-","-",0,0,"-","-","-","-",9,9,"svchost.exe","svchost.exe","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe",2204,2204,"-","-","-","-","-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
75qAwJoBgRINlVaoMTwr,"-","osquery-logs","-",MSI,MSI,"process_status","process_status","-","-",0,0,"-","-","-","-",9,9,"svchost.exe","svchost.exe","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe",2212,2212,"-","-","-","-","-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
8JqAwJoBgRINlVaoMTwt,"-","osquery-logs","-",MSI,MSI,"process_status","process_status","-","-",0,0,"-","-","-","-",3,3,"IntelCpHeciSvc.exe","IntelCpHeciSvc.exe","C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_51f685305808e3a5\IntelCpHeciSvc.exe","C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_51f685305808e3a5\IntelCpHeciSvc.exe",2384,2384,"-","-","-","-","-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
8ZqAwJoBgRINlVaoMTwv,"-","osquery-logs","-",MSI,MSI,"process_status","process_status","-","-",0,0,"-","-","-","-",16,16,"svchost.exe","svchost.exe","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe",2392,2392,"-","-","-","-","-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
8pqAwJoBgRINlVaoMTww,"-","osquery-logs","-",MSI,MSI,"process_status","process_status","-","-",0,0,"-","-","-","-",3,3,"svchost.exe","svchost.exe","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe",2440,2440,"-","-","-","-","-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
85qAwJoBgRINlVaoMTwy,"-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",1620,1620,135,135,6,6,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
9JqAwJoBgRINlVaoMTw0,"-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",4,4,445,445,6,6,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
9ZqAwJoBgRINlVaoMTw2,"-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",7560,7560,902,902,6,6,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
9pqAwJoBgRINlVaoMTw3,"-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",7560,7560,912,912,6,6,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
95qAwJoBgRINlVaoMTw5,"-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",4,4,1462,1462,6,6,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
"-JqAwJoBgRINlVaoMTw7","-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",8212,8212,5040,5040,6,6,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
"-ZqAwJoBgRINlVaoMTw8","-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",4,4,5357,5357,6,6,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
"-pqAwJoBgRINlVaoMTw-","-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",5800,5800,7680,7680,6,6,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
"-5qAwJoBgRINlVaoMTxA","-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",1356,1356,49664,49664,6,6,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
"_JqAwJoBgRINlVaoMTxB","-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",1192,1192,49665,49665,6,6,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
"_ZqAwJoBgRINlVaoMTxD","-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",2056,2056,49666,49666,6,6,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
"_pqAwJoBgRINlVaoMTxF","-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",3000,3000,49667,49667,6,6,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
"_5qAwJoBgRINlVaoMTxG","-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",4772,4772,49668,49668,6,6,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
AJqAwJoBgRINlVaoMT1I,"-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",1336,1336,49670,49670,6,6,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
AZqAwJoBgRINlVaoMT1K,"-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",18768,18768,123,123,17,17,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
ApqAwJoBgRINlVaoMT1M,"-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",7948,7948,500,500,17,17,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
A5qAwJoBgRINlVaoMT1N,"-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",6772,6772,3702,3702,17,17,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
BJqAwJoBgRINlVaoMT1P,"-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",6772,6772,3702,3702,17,17,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
BZqAwJoBgRINlVaoMT1R,"-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",7948,7948,4500,4500,17,17,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
BpqAwJoBgRINlVaoMT1S,"-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",8212,8212,5050,5050,17,17,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
B5qAwJoBgRINlVaoMT1U,"-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",2936,2936,5353,5353,17,17,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
CJqAwJoBgRINlVaoMT1V,"-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",2936,2936,5355,5355,17,17,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
CZqAwJoBgRINlVaoMT1X,"-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",3152,3152,41641,41641,17,17,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
CpqAwJoBgRINlVaoMT1Z,"-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",2936,2936,49995,49995,17,17,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
C5qAwJoBgRINlVaoMT1b,"-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",2936,2936,52565,52565,17,17,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
DJqAwJoBgRINlVaoMT1d,"-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",6772,6772,53307,53307,17,17,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
DZqAwJoBgRINlVaoMT1e,"-","osquery-logs","-",MSI,MSI,"listening_ports","listening_ports","0.0.0.0","0.0.0.0","-","-","-","-","-","-","-","-","-","-","-","-",8184,8184,62683,62683,17,17,"-","-","-","-",0,"(empty)","(empty)","Nov 26, 2025 @ 22:07:41.000"
DpqAwJoBgRINlVaoMT1g,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","MSI App Player","MSI App Player","-","-","-","-","-","-","-","-","BlueStack Systems, Inc.","BlueStack Systems, Inc.","4.200.0.6306","4.200.0.6306",30,"Unverified Application: 'MSI App Player'","Unverified Application: 'MSI App Player'","Nov 26, 2025 @ 22:07:41.000"
D5qAwJoBgRINlVaoMT1i,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","Microsoft SQL Server 2022 (64-bit)","Microsoft SQL Server 2022 (64-bit)","-","-","-","-","-","-","-","-","(empty)","(empty)","(empty)","(empty)",30,"Unverified Application: 'Microsoft SQL Server 2022 (64-bit)'","Unverified Application: 'Microsoft SQL Server 2022 (64-bit)'","Nov 26, 2025 @ 22:07:41.000"
EJqAwJoBgRINlVaoMT1k,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","Microsoft SQL Server 2022 (64-bit)","Microsoft SQL Server 2022 (64-bit)","-","-","-","-","-","-","-","-","Microsoft Corporation","Microsoft Corporation","(empty)","(empty)",30,"Unverified Application: 'Microsoft SQL Server 2022 (64-bit)'","Unverified Application: 'Microsoft SQL Server 2022 (64-bit)'","Nov 26, 2025 @ 22:07:41.000"
EZqAwJoBgRINlVaoMT1m,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","(empty)","(empty)","-","-","-","-","-","-","-","-","Microsoft Corporation","Microsoft Corporation","(empty)","(empty)",30,"Unverified Application: ''","Unverified Application: ''","Nov 26, 2025 @ 22:07:41.000"
EpqAwJoBgRINlVaoMT1o,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","Norton Security","Norton Security","-","-","-","-","-","-","-","-","Gen Digital Inc.","Gen Digital Inc.","25.11.10580.2110","25.11.10580.2110",30,"Unverified Application: 'Norton Security'","Unverified Application: 'Norton Security'","Nov 26, 2025 @ 22:07:41.000"
E5qAwJoBgRINlVaoMT1q,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","Microsoft 365 Apps for enterprise - en-us","Microsoft 365 Apps for enterprise - en-us","-","-","-","-","-","-","-","-","Microsoft Corporation","Microsoft Corporation","16.0.19328.20244","16.0.19328.20244",30,"Unverified Application: 'Microsoft 365 Apps for enterprise - en-us'","Unverified Application: 'Microsoft 365 Apps for enterprise - en-us'","Nov 26, 2025 @ 22:07:41.000"
FJqAwJoBgRINlVaoMT1t,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","Microsoft OneDrive","Microsoft OneDrive","-","-","-","-","-","-","-","-","Microsoft Corporation","Microsoft Corporation","25.209.1026.0002","25.209.1026.0002",30,"Unverified Application: 'Microsoft OneDrive'","Unverified Application: 'Microsoft OneDrive'","Nov 26, 2025 @ 22:07:41.000"
FZqAwJoBgRINlVaoMT1v,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","SQL Server 2022 Database Engine Services","SQL Server 2022 Database Engine Services","-","-","-","-","-","-","-","-","Microsoft Corporation","Microsoft Corporation","16.0.1000.6","16.0.1000.6",30,"Unverified Application: 'SQL Server 2022 Database Engine Services'","Unverified Application: 'SQL Server 2022 Database Engine Services'","Nov 26, 2025 @ 22:07:41.000"
FpqAwJoBgRINlVaoMT1x,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","Python 3.13.9 Executables (64-bit)","Python 3.13.9 Executables (64-bit)","-","-","-","-","-","-","-","-","Python Software Foundation","Python Software Foundation","3.13.9150.0","3.13.9150.0",30,"Unverified Application: 'Python 3.13.9 Executables (64-bit)'","Unverified Application: 'Python 3.13.9 Executables (64-bit)'","Nov 26, 2025 @ 22:07:41.000"
F5qAwJoBgRINlVaoMT1z,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","WD_BLACK AN1500","WD_BLACK AN1500","-","-","-","-","-","-","-","-","ENE TECHNOLOGY INC.","ENE TECHNOLOGY INC.","1.0.12.0","1.0.12.0",30,"Unverified Application: 'WD_BLACK AN1500'","Unverified Application: 'WD_BLACK AN1500'","Nov 26, 2025 @ 22:07:41.000"
GJqAwJoBgRINlVaoMT11,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","Intel(R) Serial IO","Intel(R) Serial IO","-","-","-","-","-","-","-","-","Intel Corporation","Intel Corporation","30.100.2020.7","30.100.2020.7",30,"Unverified Application: 'Intel(R) Serial IO'","Unverified Application: 'Intel(R) Serial IO'","Nov 26, 2025 @ 22:07:41.000"
GZqAwJoBgRINlVaoMT13,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","SQL Server 2022 SQL Diagnostics","SQL Server 2022 SQL Diagnostics","-","-","-","-","-","-","-","-","Microsoft Corporation","Microsoft Corporation","16.0.1000.6","16.0.1000.6",30,"Unverified Application: 'SQL Server 2022 SQL Diagnostics'","Unverified Application: 'SQL Server 2022 SQL Diagnostics'","Nov 26, 2025 @ 22:07:41.000"
GpqAwJoBgRINlVaoMT15,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","Python 3.12.5 Standard Library (64-bit)","Python 3.12.5 Standard Library (64-bit)","-","-","-","-","-","-","-","-","Python Software Foundation","Python Software Foundation","3.12.5150.0","3.12.5150.0",30,"Unverified Application: 'Python 3.12.5 Standard Library (64-bit)'","Unverified Application: 'Python 3.12.5 Standard Library (64-bit)'","Nov 26, 2025 @ 22:07:41.000"
G5qAwJoBgRINlVaoMT17,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","Microsoft ODBC Driver 17 for SQL Server","Microsoft ODBC Driver 17 for SQL Server","-","-","-","-","-","-","-","-","Microsoft Corporation","Microsoft Corporation","17.10.6.1","17.10.6.1",30,"Unverified Application: 'Microsoft ODBC Driver 17 for SQL Server'","Unverified Application: 'Microsoft ODBC Driver 17 for SQL Server'","Nov 26, 2025 @ 22:07:41.000"
HJqAwJoBgRINlVaoMT19,"-","osquery-logs","-",MSI,MSI,programs,programs,"-","-","-","-","-","-","-","-","-","-","Python 3.13.9 Test Suite (64-bit)","Python 3.13.9 Test Suite (64-bit)","-","-","-","-","-","-","-","-","Python Software Foundation","Python Software Foundation","3.13.9150.0","3.13.9150.0",30,"Unverified Application: 'Python 3.13.9 Test Suite (64-bit)'","Unverified Application: 'Python 3.13.9 Test Suite (64-bit)'","Nov 26, 2025 @ 22:07:41.000"
